id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
1809,Lassi (Punjabi),North Indian Foods,1 bowl (150 g),181,19.5,6.9,9.0,1.8,3.3,473,Vegetarian,Muscle Building,Milk,"Lassi (Punjabi) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1810,Sarson Ka Saag with Makki Roti,North Indian Foods,1 bowl (150 g),151,3.7,17.1,9.4,2.8,6.3,225,Vegetarian,General Fitness,Gluten,"Sarson Ka Saag with Makki Roti – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1811,Amritsari Kulcha,North Indian Foods,1 plate (200 g),193,8.2,39.9,6.1,3.2,4.6,127,Vegetarian,General Fitness,None,"Amritsari Kulcha – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1812,Pindi Chole,North Indian Foods,1 bowl (150 g),238,18.9,6.2,15.7,1.6,3.7,299,Vegetarian,Muscle Building,None,"Pindi Chole – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1813,Rogan Josh,North Indian Foods,1 bowl (150 g),92,7.8,13.7,10.0,3.2,6.9,413,Vegetarian,General Fitness,None,"Rogan Josh – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1814,Malai Kofta,North Indian Foods,1 plate (200 g),250,4.8,28.5,6.7,3.2,5.3,319,Vegetarian,General Fitness,None,"Malai Kofta – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1815,Shahi Paneer,North Indian Foods,1 bowl (150 g),151,23.0,5.8,16.7,1.2,3.8,361,Vegetarian,Muscle Building,Milk,"Shahi Paneer – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1816,Dum Aloo,North Indian Foods,1 bowl (150 g),167,3.6,15.9,6.4,2.2,4.2,396,Vegetarian,Weight Loss,None,"Dum Aloo – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1817,Kashmiri Pulao,North Indian Foods,1 plate (200 g),122,8.6,38.7,10.6,3.1,5.9,236,Vegetarian,General Fitness,None,"Kashmiri Pulao – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1818,Korma,North Indian Foods,1 bowl (150 g),224,18.5,7.9,18.9,1.5,4.0,471,Vegetarian,Muscle Building,None,"Korma – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1819,Paneer Lababdar,North Indian Foods,1 bowl (150 g),140,4.5,14.7,12.8,4.3,5.9,266,Vegetarian,General Fitness,Milk,"Paneer Lababdar – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1820,Bhature with Chole,North Indian Foods,1 plate (200 g),144,4.7,21.6,5.4,1.2,4.5,132,Vegetarian,Weight Loss,Gluten,"Bhature with Chole – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1821,Stuffed Naan,North Indian Foods,1 bowl (150 g),168,16.5,7.6,8.6,0.6,1.8,387,Vegetarian,Muscle Building,Gluten,"Stuffed Naan – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1822,Rajma Chawal (North Style),North Indian Foods,1 bowl (150 g),90,4.6,13.5,8.7,4.2,4.4,415,Vegetarian,General Fitness,None,"Rajma Chawal (North Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1823,Dal Bukhara,North Indian Foods,1 plate (200 g),136,3.0,29.6,7.0,2.9,2.6,306,Vegetarian,Weight Loss,None,"Dal Bukhara – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1824,Murgh Musallam,North Indian Foods,1 bowl (150 g),223,20.7,4.4,17.0,1.2,1.7,442,Vegetarian,Muscle Building,None,"Murgh Musallam – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1825,Tandoori Aloo,North Indian Foods,1 bowl (150 g),104,7.2,11.8,7.4,2.7,3.5,297,Vegetarian,Weight Loss,None,"Tandoori Aloo – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1826,Kachori with Aloo Sabzi,North Indian Foods,1 plate (200 g),200,4.6,22.8,8.0,1.1,1.7,145,Vegetarian,General Fitness,Gluten,"Kachori with Aloo Sabzi – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1827,Litti Chokha,North Indian Foods,1 bowl (150 g),248,17.3,11.7,18.7,1.5,1.2,433,Vegetarian,Muscle Building,None,"Litti Chokha – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1828,Bedmi Puri,North Indian Foods,1 bowl (150 g),121,3.4,11.3,8.6,2.6,4.8,323,Vegetarian,General Fitness,None,"Bedmi Puri – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1829,Aloo Tikki Chaat,North Indian Foods,1 plate (200 g),155,6.3,27.3,10.8,1.1,5.1,282,Vegetarian,General Fitness,None,"Aloo Tikki Chaat – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1830,Chaat Papdi,North Indian Foods,1 bowl (150 g),165,21.4,6.8,12.6,0.5,2.4,491,Vegetarian,Muscle Building,None,"Chaat Papdi – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1831,Butter Naan (Restaurant Style),North Indian Foods,1 bowl (150 g),137,6.1,9.0,5.0,2.6,6.4,363,Vegetarian,Weight Loss,Milk; Gluten,"Butter Naan (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1832,Tandoori Roti (Restaurant Style),North Indian Foods,1 plate (200 g),227,7.5,22.2,3.5,3.8,3.5,199,Vegetarian,General Fitness,Gluten,"Tandoori Roti (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1833,Dal Makhani (Restaurant Style),North Indian Foods,1 bowl (150 g),258,24.1,10.8,10.6,2.0,1.6,527,Vegetarian,Muscle Building,None,"Dal Makhani (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1834,Rajma Masala (Restaurant Style),North Indian Foods,1 bowl (150 g),134,3.8,11.8,10.6,2.2,5.1,284,Vegetarian,General Fitness,None,"Rajma Masala (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1835,Chole Bhature (Restaurant Style),North Indian Foods,1 plate (200 g),167,7.3,34.8,7.2,1.3,4.5,311,Vegetarian,Weight Loss,Gluten,"Chole Bhature (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1836,Paneer Butter Masala (Restaurant Style),North Indian Foods,1 bowl (150 g),274,24.1,11.5,9.0,1.7,3.2,460,Vegetarian,Muscle Building,Milk,"Paneer Butter Masala (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1837,Kadhai Paneer (Restaurant Style),North Indian Foods,1 bowl (150 g),130,6.5,8.3,11.3,2.5,2.6,231,Vegetarian,General Fitness,Milk,"Kadhai Paneer (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1838,Aloo Paratha (Restaurant Style),North Indian Foods,1 plate (200 g),167,4.3,26.5,8.1,1.8,2.1,200,Vegetarian,General Fitness,Gluten,"Aloo Paratha (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1839,Lassi (Punjabi) (Restaurant Style),North Indian Foods,1 bowl (150 g),231,19.0,4.1,18.1,1.0,3.2,262,Vegetarian,Muscle Building,Milk,"Lassi (Punjabi) (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1840,Sarson Ka Saag with Makki Roti (Restaurant Style),North Indian Foods,1 bowl (150 g),178,4.1,10.6,4.9,3.9,4.1,390,Vegetarian,Weight Loss,Gluten,"Sarson Ka Saag with Makki Roti (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1841,Amritsari Kulcha (Restaurant Style),North Indian Foods,1 plate (200 g),151,3.5,28.7,4.6,3.7,2.9,109,Vegetarian,Weight Loss,None,"Amritsari Kulcha (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1842,Pindi Chole (Restaurant Style),North Indian Foods,1 bowl (150 g),157,19.0,10.5,13.3,1.6,3.3,521,Vegetarian,Muscle Building,None,"Pindi Chole (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1843,Rogan Josh (Restaurant Style),North Indian Foods,1 bowl (150 g),123,7.2,15.6,12.1,5.1,2.7,213,Vegetarian,General Fitness,None,"Rogan Josh (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1844,Malai Kofta (Restaurant Style),North Indian Foods,1 plate (200 g),177,4.5,39.1,7.8,1.4,4.5,284,Vegetarian,Weight Loss,None,"Malai Kofta (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1845,Shahi Paneer (Restaurant Style),North Indian Foods,1 bowl (150 g),236,16.8,8.2,14.9,0.5,2.0,426,Vegetarian,Muscle Building,Milk,"Shahi Paneer (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1846,Dum Aloo (Restaurant Style),North Indian Foods,1 bowl (150 g),81,5.7,12.5,12.1,4.2,6.4,349,Vegetarian,General Fitness,None,"Dum Aloo (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1847,Kashmiri Pulao (Restaurant Style),North Indian Foods,1 plate (200 g),189,8.8,22.5,7.5,3.3,2.3,264,Vegetarian,General Fitness,None,"Kashmiri Pulao (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1848,Korma (Restaurant Style),North Indian Foods,1 bowl (150 g),171,16.6,10.6,11.8,0.8,1.4,500,Vegetarian,Muscle Building,None,"Korma (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1849,Paneer Lababdar (Restaurant Style),North Indian Foods,1 bowl (150 g),108,4.3,12.3,12.2,3.0,2.0,413,Vegetarian,General Fitness,Milk,"Paneer Lababdar (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1850,Bhature with Chole (Restaurant Style),North Indian Foods,1 plate (200 g),257,6.4,18.2,7.1,2.8,4.3,281,Vegetarian,General Fitness,Gluten,"Bhature with Chole (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1851,Stuffed Naan (Restaurant Style),North Indian Foods,1 bowl (150 g),187,19.7,7.2,18.8,1.5,1.8,531,Vegetarian,Muscle Building,Gluten,"Stuffed Naan (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1852,Rajma Chawal (North Style) (Restaurant Style),North Indian Foods,1 bowl (150 g),112,6.6,12.5,12.8,4.0,5.4,374,Vegetarian,General Fitness,None,"Rajma Chawal (North Style) (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1853,Dal Bukhara (Restaurant Style),North Indian Foods,1 plate (200 g),247,5.2,31.4,6.7,4.3,3.5,201,Vegetarian,General Fitness,None,"Dal Bukhara (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1854,Murgh Musallam (Restaurant Style),North Indian Foods,1 bowl (150 g),256,24.8,11.4,10.8,1.9,3.6,330,Vegetarian,Muscle Building,None,"Murgh Musallam (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1855,Tandoori Aloo (Restaurant Style),North Indian Foods,1 bowl (150 g),82,7.4,8.2,6.9,3.9,6.5,418,Vegetarian,Weight Loss,None,"Tandoori Aloo (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1856,Kachori with Aloo Sabzi (Restaurant Style),North Indian Foods,1 plate (200 g),214,6.8,29.1,8.1,2.2,1.6,112,Vegetarian,General Fitness,Gluten,"Kachori with Aloo Sabzi (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1857,Litti Chokha (Restaurant Style),North Indian Foods,1 bowl (150 g),276,16.5,10.1,7.7,1.3,2.5,489,Vegetarian,Muscle Building,None,"Litti Chokha (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1858,Bedmi Puri (Restaurant Style),North Indian Foods,1 bowl (150 g),173,7.0,9.7,5.5,3.1,2.1,411,Vegetarian,Weight Loss,None,"Bedmi Puri (Restaurant Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1859,Aloo Tikki Chaat (Restaurant Style),North Indian Foods,1 plate (200 g),175,6.6,29.5,9.0,4.0,3.1,242,Vegetarian,General Fitness,None,"Aloo Tikki Chaat (Restaurant Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1860,Chaat Papdi (Restaurant Style),North Indian Foods,1 bowl (150 g),157,19.3,11.2,8.7,1.0,2.8,446,Vegetarian,Muscle Building,None,"Chaat Papdi (Restaurant Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1861,Butter Naan (Home Style),North Indian Foods,1 bowl (150 g),90,6.6,20.9,8.6,2.9,4.2,207,Vegetarian,General Fitness,Milk; Gluten,"Butter Naan (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1862,Tandoori Roti (Home Style),North Indian Foods,1 plate (200 g),179,6.5,40.8,10.9,1.4,4.9,101,Vegetarian,General Fitness,Gluten,"Tandoori Roti (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1863,Dal Makhani (Home Style),North Indian Foods,1 bowl (150 g),175,17.0,5.4,8.2,1.5,3.3,410,Vegetarian,Muscle Building,None,"Dal Makhani (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1864,Rajma Masala (Home Style),North Indian Foods,1 bowl (150 g),189,3.9,16.5,12.3,2.9,2.8,255,Vegetarian,General Fitness,None,"Rajma Masala (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1865,Chole Bhature (Home Style),North Indian Foods,1 plate (200 g),185,7.2,35.5,9.4,1.1,6.0,252,Vegetarian,General Fitness,Gluten,"Chole Bhature (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1866,Paneer Butter Masala (Home Style),North Indian Foods,1 bowl (150 g),235,19.6,9.1,15.8,1.4,1.8,459,Vegetarian,Muscle Building,Milk,"Paneer Butter Masala (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1867,Kadhai Paneer (Home Style),North Indian Foods,1 bowl (150 g),170,4.8,21.6,8.3,2.7,6.8,272,Vegetarian,General Fitness,Milk,"Kadhai Paneer (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1868,Aloo Paratha (Home Style),North Indian Foods,1 plate (200 g),166,3.2,39.9,4.5,3.6,1.2,154,Vegetarian,Weight Loss,Gluten,"Aloo Paratha (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1869,Lassi (Punjabi) (Home Style),North Indian Foods,1 bowl (150 g),272,20.1,5.4,10.9,0.7,1.4,501,Vegetarian,Muscle Building,Milk,"Lassi (Punjabi) (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1870,Sarson Ka Saag with Makki Roti (Home Style),North Indian Foods,1 bowl (150 g),132,3.3,10.2,9.5,3.0,6.7,339,Vegetarian,General Fitness,Gluten,"Sarson Ka Saag with Makki Roti (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1871,Amritsari Kulcha (Home Style),North Indian Foods,1 plate (200 g),233,4.0,19.2,4.3,2.8,4.4,265,Vegetarian,General Fitness,None,"Amritsari Kulcha (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1872,Pindi Chole (Home Style),North Indian Foods,1 bowl (150 g),257,21.0,10.8,14.4,1.7,3.5,287,Vegetarian,Muscle Building,None,"Pindi Chole (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1873,Rogan Josh (Home Style),North Indian Foods,1 bowl (150 g),158,6.8,12.2,7.3,3.3,4.4,325,Vegetarian,Weight Loss,None,"Rogan Josh (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1874,Malai Kofta (Home Style),North Indian Foods,1 plate (200 g),219,3.4,37.2,10.6,2.1,4.0,193,Vegetarian,General Fitness,None,"Malai Kofta (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1875,Shahi Paneer (Home Style),North Indian Foods,1 bowl (150 g),252,18.9,5.9,12.5,0.8,2.7,322,Vegetarian,Muscle Building,Milk,"Shahi Paneer (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1876,Dum Aloo (Home Style),North Indian Foods,1 bowl (150 g),131,3.1,19.7,4.8,3.5,4.8,233,Vegetarian,Weight Loss,None,"Dum Aloo (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1877,Kashmiri Pulao (Home Style),North Indian Foods,1 plate (200 g),155,7.7,31.6,3.4,1.4,3.5,261,Vegetarian,Weight Loss,None,"Kashmiri Pulao (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1878,Korma (Home Style),North Indian Foods,1 bowl (150 g),222,18.9,12.8,17.1,0.9,2.1,485,Vegetarian,Muscle Building,None,"Korma (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1879,Paneer Lababdar (Home Style),North Indian Foods,1 bowl (150 g),151,3.1,20.3,4.1,2.2,2.7,293,Vegetarian,Weight Loss,Milk,"Paneer Lababdar (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1880,Bhature with Chole (Home Style),North Indian Foods,1 plate (200 g),221,3.0,29.8,3.9,3.5,2.7,301,Vegetarian,General Fitness,Gluten,"Bhature with Chole (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1881,Stuffed Naan (Home Style),North Indian Foods,1 bowl (150 g),214,17.9,7.1,17.8,1.2,2.6,296,Vegetarian,Muscle Building,Gluten,"Stuffed Naan (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1882,Rajma Chawal (North Style) (Home Style),North Indian Foods,1 bowl (150 g),117,4.7,13.1,11.7,2.9,2.5,278,Vegetarian,General Fitness,None,"Rajma Chawal (North Style) (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1883,Dal Bukhara (Home Style),North Indian Foods,1 plate (200 g),200,6.2,40.6,2.7,3.0,4.8,182,Vegetarian,General Fitness,None,"Dal Bukhara (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1884,Murgh Musallam (Home Style),North Indian Foods,1 bowl (150 g),261,23.4,8.8,18.2,1.6,1.5,448,Vegetarian,Muscle Building,None,"Murgh Musallam (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1885,Tandoori Aloo (Home Style),North Indian Foods,1 bowl (150 g),190,7.8,19.9,4.4,4.0,2.5,338,Vegetarian,General Fitness,None,"Tandoori Aloo (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1886,Kachori with Aloo Sabzi (Home Style),North Indian Foods,1 plate (200 g),145,5.9,40.9,8.4,1.5,5.9,182,Vegetarian,General Fitness,Gluten,"Kachori with Aloo Sabzi (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1887,Litti Chokha (Home Style),North Indian Foods,1 bowl (150 g),183,16.3,8.0,9.4,1.1,3.5,541,Vegetarian,Muscle Building,None,"Litti Chokha (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1888,Bedmi Puri (Home Style),North Indian Foods,1 bowl (150 g),117,4.9,8.1,11.2,4.2,6.2,281,Vegetarian,General Fitness,None,"Bedmi Puri (Home Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1889,Aloo Tikki Chaat (Home Style),North Indian Foods,1 plate (200 g),166,7.3,26.9,4.0,3.3,4.0,265,Vegetarian,Weight Loss,None,"Aloo Tikki Chaat (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1890,Chaat Papdi (Home Style),North Indian Foods,1 bowl (150 g),209,22.7,8.0,7.1,0.9,3.9,272,Vegetarian,Muscle Building,None,"Chaat Papdi (Home Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1891,Butter Naan (Hostel Mess Style),North Indian Foods,1 bowl (150 g),145,3.2,18.9,5.5,3.8,2.7,224,Vegetarian,Weight Loss,Milk; Gluten,"Butter Naan (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1892,Tandoori Roti (Hostel Mess Style),North Indian Foods,1 plate (200 g),231,4.6,24.2,8.6,3.4,4.4,265,Vegetarian,General Fitness,Gluten,"Tandoori Roti (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1893,Dal Makhani (Hostel Mess Style),North Indian Foods,1 bowl (150 g),154,17.6,6.3,7.3,1.2,1.6,539,Vegetarian,Weight Loss; Muscle Building,None,"Dal Makhani (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1894,Rajma Masala (Hostel Mess Style),North Indian Foods,1 bowl (150 g),106,7.9,21.7,5.2,3.9,2.2,244,Vegetarian,Weight Loss,None,"Rajma Masala (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1895,Chole Bhature (Hostel Mess Style),North Indian Foods,1 plate (200 g),193,5.8,36.1,3.2,2.4,4.3,234,Vegetarian,General Fitness,Gluten,"Chole Bhature (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1896,Paneer Butter Masala (Hostel Mess Style),North Indian Foods,1 bowl (150 g),265,18.9,8.2,14.2,1.4,3.3,478,Vegetarian,Muscle Building,Milk,"Paneer Butter Masala (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1897,Kadhai Paneer (Hostel Mess Style),North Indian Foods,1 bowl (150 g),99,4.0,8.8,4.5,2.4,3.1,416,Vegetarian,Weight Loss,Milk,"Kadhai Paneer (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1898,Aloo Paratha (Hostel Mess Style),North Indian Foods,1 plate (200 g),154,7.9,33.0,2.5,3.2,1.0,117,Vegetarian,Weight Loss,Gluten,"Aloo Paratha (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1899,Lassi (Punjabi) (Hostel Mess Style),North Indian Foods,1 bowl (150 g),236,21.2,5.9,15.5,1.0,1.1,493,Vegetarian,Muscle Building,Milk,"Lassi (Punjabi) (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1900,Sarson Ka Saag with Makki Roti (Hostel Mess Style),North Indian Foods,1 bowl (150 g),134,5.5,14.7,8.5,2.1,2.6,259,Vegetarian,General Fitness,Gluten,"Sarson Ka Saag with Makki Roti (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1901,Amritsari Kulcha (Hostel Mess Style),North Indian Foods,1 plate (200 g),193,5.1,34.3,10.9,1.3,4.6,133,Vegetarian,General Fitness,None,"Amritsari Kulcha (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1902,Pindi Chole (Hostel Mess Style),North Indian Foods,1 bowl (150 g),237,24.5,6.4,11.0,1.2,1.0,341,Vegetarian,Muscle Building,None,"Pindi Chole (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1903,Rogan Josh (Hostel Mess Style),North Indian Foods,1 bowl (150 g),95,3.6,15.6,8.7,4.3,6.9,245,Vegetarian,General Fitness,None,"Rogan Josh (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1904,Malai Kofta (Hostel Mess Style),North Indian Foods,1 plate (200 g),235,4.8,37.2,5.8,1.6,5.7,319,Vegetarian,General Fitness,None,"Malai Kofta (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1905,Shahi Paneer (Hostel Mess Style),North Indian Foods,1 bowl (150 g),203,25.9,11.5,15.5,1.3,2.4,429,Vegetarian,Muscle Building,Milk,"Shahi Paneer (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1906,Dum Aloo (Hostel Mess Style),North Indian Foods,1 bowl (150 g),84,6.0,17.9,4.9,3.2,5.2,324,Vegetarian,Weight Loss,None,"Dum Aloo (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1907,Kashmiri Pulao (Hostel Mess Style),North Indian Foods,1 plate (200 g),248,5.4,28.2,5.3,2.5,1.5,113,Vegetarian,General Fitness,None,"Kashmiri Pulao (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1908,Korma (Hostel Mess Style),North Indian Foods,1 bowl (150 g),177,21.0,5.0,15.2,0.7,2.3,492,Vegetarian,Muscle Building,None,"Korma (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1909,Paneer Lababdar (Hostel Mess Style),North Indian Foods,1 bowl (150 g),176,5.2,18.2,6.2,4.0,4.3,293,Vegetarian,Weight Loss,Milk,"Paneer Lababdar (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1910,Bhature with Chole (Hostel Mess Style),North Indian Foods,1 plate (200 g),214,3.4,31.2,4.5,3.3,3.2,179,Vegetarian,General Fitness,Gluten,"Bhature with Chole (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1911,Stuffed Naan (Hostel Mess Style),North Indian Foods,1 bowl (150 g),252,21.9,6.3,15.1,1.7,2.0,473,Vegetarian,Muscle Building,Gluten,"Stuffed Naan (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
